gene_id	chromosome	start	end	width	source	type	score	phase	transcript_id	gene_source	gene_biotype	transcript_source	transcript_biotype	tag	gene_name	transcript_name
DDB_G0267968	1	1207158	1209051	1894	ensembl	transcript	NA	NA	EAL73437	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267970	1	1209177	1209413	237	ensembl	transcript	NA	NA	EAL73438	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268554	1	1209766	1211808	2043	ensembl	transcript	NA	NA	EAL73730	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267972	1	1212397	1212742	346	ensembl	transcript	NA	NA	EAL73439	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268408	1	1213138	1213880	743	ensembl	transcript	NA	NA	EAL73657	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267974	1	1214003	1217095	3093	ensembl	transcript	NA	NA	EAL73440	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267976	1	1217963	1219191	1229	ensembl	transcript	NA	NA	EAL73441	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	aph1	aph1-1
DDB_G0267978	1	1220851	1224573	3723	ensembl	transcript	NA	NA	EAL73442	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	krsB	krsB-1
DDB_G0268410	1	1225333	1229934	4602	ensembl	transcript	NA	NA	EAL73658	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	drnB	drnB-1
DDB_G0267980	1	1230144	1231512	1369	ensembl	transcript	NA	NA	EAL73443	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	mocs3	mocs3-1
DDB_G0267982	1	1232234	1235989	3756	ensembl	transcript	NA	NA	EAL73444	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	copA	copA-1
DDB_G0267984	1	1236115	1237782	1668	ensembl	transcript	NA	NA	EAL73445	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267986	1	1238363	1240237	1875	ensembl	transcript	NA	NA	EAL73446	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267988	1	1240356	1241711	1356	ensembl	transcript	NA	NA	EAL73447	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267990	1	1242726	1243286	561	ensembl	transcript	NA	NA	EAL73448	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	ypel	ypel-1
DDB_G0267992	1	1244589	1245377	789	ensembl	transcript	NA	NA	EAL73449	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267994	1	1246116	1247617	1502	ensembl	transcript	NA	NA	EAL73450	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267996	1	1248279	1249587	1309	ensembl	transcript	NA	NA	EAL73451	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267406	1	1250161	1252599	2439	ensembl	transcript	NA	NA	EAL73155	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	lmpA	lmpA-1
DDB_G0268412	1	1253788	1257146	3359	ensembl	transcript	NA	NA	EAL73659	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267440	1	1257306	1259874	2569	ensembl	transcript	NA	NA	EAL73172	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	lmpC	lmpC-1
DDB_G0267434	1	1260113	1262650	2538	ensembl	transcript	NA	NA	EAL73169	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267436	1	1263019	1266447	3429	ensembl	transcript	NA	NA	EAL73170	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	abcF4	abcF4-1
DDB_G0295829	1	1266897	1271013	4117	ensembl	transcript	NA	NA	EEU04160	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268556	1	1271527	1273446	1920	ensembl	transcript	NA	NA	EEU04161	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	psiE	psiE-1
DDB_G0267998	1	1274009	1275386	1378	ensembl	transcript	NA	NA	EAL73452	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	psiS	psiS-1
DDB_G0268000	1	1276791	1278869	2079	ensembl	transcript	NA	NA	EAL73453	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	psiB	psiB-1
DDB_G0267400	1	1280990	1283391	2402	ensembl	transcript	NA	NA	EAL73152	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	hspD	hspD-1
DDB_G0268004	1	1286207	1287863	1657	ensembl	transcript	NA	NA	EAL73455	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	snrp70	snrp70-1
DDB_G0268006	1	1288689	1289290	602	ensembl	transcript	NA	NA	EAL73456	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268416	1	1289415	1289873	459	ensembl	transcript	NA	NA	EAL73661	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268008	1	1290599	1291894	1296	ensembl	transcript	NA	NA	EAL73457	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268558	1	1292814	1294391	1578	ensembl	transcript	NA	NA	EAL73732	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268418	1	1294665	1294909	245	ensembl	transcript	NA	NA	EAL73662	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268420	1	1295307	1299499	4193	ensembl	transcript	NA	NA	EAL73663	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268010	1	1301596	1302485	890	ensembl	transcript	NA	NA	EAL73458	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268012	1	1302705	1303853	1149	ensembl	transcript	NA	NA	EAL73459	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268014	1	1308296	1310389	2094	ensembl	transcript	NA	NA	EAL73460	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gtf2h1	gtf2h1-1
DDB_G0267444	1	1310839	1313118	2280	ensembl	transcript	NA	NA	EAL73174	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	phg1a	phg1a-1
DDB_G0268016	1	1313476	1313789	314	ensembl	transcript	NA	NA	EAL73461	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268018	1	1314808	1316513	1706	ensembl	transcript	NA	NA	EAL73462	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268020	1	1317002	1318564	1563	ensembl	transcript	NA	NA	EAL73463	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	bkdB	bkdB-1
DDB_G0268022	1	1318763	1319387	625	ensembl	transcript	NA	NA	EAL73464	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268024	1	1320084	1322172	2089	ensembl	transcript	NA	NA	EAL73465	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268026	1	1322688	1323508	821	ensembl	transcript	NA	NA	EAL73466	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268028	1	1325279	1327600	2322	ensembl	transcript	NA	NA	EAL73467	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267386	1	1329298	1331157	1860	ensembl	transcript	NA	NA	EAL73145	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	cysB	cysB-1
DDB_G0267392	1	1331239	1333035	1797	ensembl	transcript	NA	NA	EAL73148	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	plbG	plbG-1
DDB_G0268030	1	1334449	1338114	3666	ensembl	transcript	NA	NA	EAL73468	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268422	1	1339034	1339601	568	ensembl	transcript	NA	NA	EAL73664	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268032	1	1339641	1339901	261	ensembl	transcript	NA	NA	EAL73469	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268034	1	1340557	1342081	1525	ensembl	transcript	NA	NA	EAL73470	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268036	1	1342458	1343261	804	ensembl	transcript	NA	NA	EAL73471	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268038	1	1344276	1344767	492	ensembl	transcript	NA	NA	EAL73472	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268040	1	1345125	1346305	1181	ensembl	transcript	NA	NA	EAL73473	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268042	1	1346481	1347356	876	ensembl	transcript	NA	NA	EAL73474	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268044	1	1347890	1350468	2579	ensembl	transcript	NA	NA	EAL73475	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268046	1	1352853	1352990	138	ensembl	transcript	NA	NA	EAL73476	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268048	1	1353351	1354182	832	ensembl	transcript	NA	NA	EAL73477	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268050	1	1354807	1355529	723	ensembl	transcript	NA	NA	EAL73478	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268560	1	1355835	1359552	3718	ensembl	transcript	NA	NA	EAL73733	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268052	1	1359896	1363000	3105	ensembl	transcript	NA	NA	EAL73479	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268054	1	1365318	1365947	630	ensembl	transcript	NA	NA	EAL73480	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268056	1	1366267	1368004	1738	ensembl	transcript	NA	NA	EAL73481	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	sptA	sptA-1
DDB_G0268424	1	1368763	1370695	1933	ensembl	transcript	NA	NA	EAL73665	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268058	1	1371493	1372547	1055	ensembl	transcript	NA	NA	EAL73482	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	alrC	alrC-1
DDB_G0268562	1	1374090	1374822	733	ensembl	transcript	NA	NA	EAL73734	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268426	1	1375259	1376890	1632	ensembl	transcript	NA	NA	EAL73666	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	zntA	zntA-1
DDB_G0268564	1	1377494	1378332	839	ensembl	transcript	NA	NA	EAL73735	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268566	1	1378934	1380740	1807	ensembl	transcript	NA	NA	EAL73736	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268060	1	1380972	1383578	2607	ensembl	transcript	NA	NA	EAL73483	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267378	1	1385036	1385981	946	ensembl	transcript	NA	NA	EAL73141	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	aqpA	aqpA-1
DDB_G0268568	1	1387575	1390501	2927	ensembl	transcript	NA	NA	EAL73737	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268062	1	1391482	1393242	1761	ensembl	transcript	NA	NA	EAL73484	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268064	1	1393387	1394274	888	ensembl	transcript	NA	NA	EAL73485	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268066	1	1394864	1397458	2595	ensembl	transcript	NA	NA	EAL73486	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268068	1	1398472	1399280	809	ensembl	transcript	NA	NA	EAL73487	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	rab6	rab6-1
DDB_G0268070	1	1399546	1400979	1434	ensembl	transcript	NA	NA	EAL73488	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268428	1	1402669	1404546	1878	ensembl	transcript	NA	NA	EAL73667	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268072	1	1404967	1408062	3096	ensembl	transcript	NA	NA	EAL73489	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268074	1	1408319	1411401	3083	ensembl	transcript	NA	NA	EAL73490	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268076	1	1414125	1415255	1131	ensembl	transcript	NA	NA	EAL73491	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268078	1	1417972	1419590	1619	ensembl	transcript	NA	NA	EAL73492	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268080	1	1420168	1422262	2095	ensembl	transcript	NA	NA	EAL73493	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	rpc3	rpc3-1
DDB_G0268430	1	1423638	1426439	2802	ensembl	transcript	NA	NA	EAL73668	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268082	1	1428341	1428634	294	ensembl	transcript	NA	NA	EAL73494	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268084	1	1428913	1431383	2471	ensembl	transcript	NA	NA	EAL73495	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	wdr91	wdr91-1
DDB_G0268086	1	1432461	1432727	267	ensembl	transcript	NA	NA	EAL73496	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268088	1	1432947	1439629	6683	ensembl	transcript	NA	NA	EAL73497	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	lvsG	lvsG-1
DDB_G0268090	1	1440159	1441186	1028	ensembl	transcript	NA	NA	EAL73498	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267428	1	1443157	1444962	1806	ensembl	transcript	NA	NA	EAL73166	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	abcH2	abcH2-1
DDB_G0268092	1	1445229	1445868	640	ensembl	transcript	NA	NA	EAL73499	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268094	1	1446577	1447961	1385	ensembl	transcript	NA	NA	EAL73500	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268096	1	1448032	1449159	1128	ensembl	transcript	NA	NA	EAL73501	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0295487	1	1449845	1449909	65	ensembl	transcript	NA	NA	DDB_G0295487-1	ena	ncRNA	ensembl	ncRNA	Ensembl_canonical	r28	r28
DDB_G0268098	1	1450677	1452718	2042	ensembl	transcript	NA	NA	EAL73502	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268100	1	1453036	1454418	1383	ensembl	transcript	NA	NA	EAL73503	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	asnS2	asnS2-1
DDB_G0268102	1	1455102	1460921	5820	ensembl	transcript	NA	NA	EAL73504	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268104	1	1461475	1463206	1732	ensembl	transcript	NA	NA	EAL73505	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gabT	gabT-1
DDB_G0268106	1	1463479	1463865	387	ensembl	transcript	NA	NA	EAL73506	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268108	1	1465335	1466195	861	ensembl	transcript	NA	NA	EAL73507	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268110	1	1466318	1468006	1689	ensembl	transcript	NA	NA	EAL73508	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268112	1	1468365	1468964	600	ensembl	transcript	NA	NA	EAL73509	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267464	1	1469084	1473264	4181	ensembl	transcript	NA	NA	EAL73185	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	polA	polA-1
DDB_G0268114	1	1473867	1474392	526	ensembl	transcript	NA	NA	EAL73510	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268432	1	1475254	1478148	2895	ensembl	transcript	NA	NA	EAL73669	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0295489	1	1478649	1478854	206	ensembl	transcript	NA	NA	DDB_G0295489-1	ena	ncRNA	ensembl	ncRNA	Ensembl_canonical	rnu2c	rnu2c
DDB_G0295491	1	1479198	1479403	206	ensembl	transcript	NA	NA	DDB_G0295491-1	ena	ncRNA	ensembl	ncRNA	Ensembl_canonical	rnu2a	rnu2a
DDB_G0268116	1	1479679	1480888	1210	ensembl	transcript	NA	NA	EAL73511	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268118	1	1481369	1483750	2382	ensembl	transcript	NA	NA	EAL73512	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268120	1	1484124	1484396	273	ensembl	transcript	NA	NA	EAL73513	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268434	1	1485131	1485859	729	ensembl	transcript	NA	NA	EAL73670	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268122	1	1487041	1487541	501	ensembl	transcript	NA	NA	EAL73514	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268436	1	1488240	1488596	357	ensembl	transcript	NA	NA	EAL73671	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268124	1	1488640	1488990	351	ensembl	transcript	NA	NA	EAL73515	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268126	1	1489512	1491326	1815	ensembl	transcript	NA	NA	EAL73516	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268438	1	1491471	1491797	327	ensembl	transcript	NA	NA	EAL73672	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268570	1	1492031	1493941	1911	ensembl	transcript	NA	NA	EAL73738	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267422	1	1494431	1506056	11626	ensembl	transcript	NA	NA	EAL73163	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	tipC	tipC-1
DDB_G0268440	1	1506583	1507224	642	ensembl	transcript	NA	NA	EAL73673	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268128	1	1507711	1507902	192	ensembl	transcript	NA	NA	EAL73517	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0294823	1	1508042	1508128	87	ensembl	transcript	NA	NA	DDB_G0294823-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Trp-CCA-5	tRNA-Trp-CCA-5
DDB_G0268442	1	1509432	1510298	867	ensembl	transcript	NA	NA	EAL73674	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0294821	1	1511351	1511437	87	ensembl	transcript	NA	NA	DDB_G0294821-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Trp-CCA-4	tRNA-Trp-CCA-4
DDB_G0268130	1	1512409	1514206	1798	ensembl	transcript	NA	NA	EAL73518	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268444	1	1514264	1515878	1615	ensembl	transcript	NA	NA	EAS66947	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268132	1	1516724	1519586	2863	ensembl	transcript	NA	NA	EAL73519	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267402	1	1520754	1521173	420	ensembl	transcript	NA	NA	EAL73153	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	H3a	H3a-1
DDB_G0268134	1	1521691	1526501	4811	ensembl	transcript	NA	NA	EAL73520	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268136	1	1527025	1528102	1078	ensembl	transcript	NA	NA	EAL73521	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268138	1	1528262	1528973	712	ensembl	transcript	NA	NA	EAL73522	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268140	1	1529143	1531470	2328	ensembl	transcript	NA	NA	EAL73523	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268142	1	1532259	1533436	1178	ensembl	transcript	NA	NA	EAL73524	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268144	1	1533586	1535463	1878	ensembl	transcript	NA	NA	EAL73525	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	vwkA	vwkA-1
DDB_G0268146	1	1536630	1537772	1143	ensembl	transcript	NA	NA	EAL73526	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268148	1	1538303	1539435	1133	ensembl	transcript	NA	NA	EAL73527	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268150	1	1539560	1539916	357	ensembl	transcript	NA	NA	EAL73528	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268446	1	1540789	1542162	1374	ensembl	transcript	NA	NA	EAL73676	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268152	1	1542257	1544719	2463	ensembl	transcript	NA	NA	EAL73529	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268154	1	1545975	1546631	657	ensembl	transcript	NA	NA	EAL73530	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268448	1	1546946	1548173	1228	ensembl	transcript	NA	NA	EAL73677	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	fam45	fam45-1
DDB_G0268156	1	1548695	1550155	1461	ensembl	transcript	NA	NA	EAL73531	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268572	1	1551637	1554960	3324	ensembl	transcript	NA	NA	EAL73739	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268574	1	1556730	1557482	753	ensembl	transcript	NA	NA	EAL73740	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	eIF4e	eIF4e-1
DDB_G0268576	1	1558253	1561540	3288	ensembl	transcript	NA	NA	EAL73741	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268578	1	1563062	1569010	5949	ensembl	transcript	NA	NA	EAL73742	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gefV	gefV-1
DDB_G0267426	1	1569279	1571100	1822	ensembl	transcript	NA	NA	EAL73165	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	cshA	cshA-1
DDB_G0268158	1	1574564	1576904	2341	ensembl	transcript	NA	NA	EAL73532	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268160	1	1577150	1578881	1732	ensembl	transcript	NA	NA	EAL73533	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gnt12	gnt12-1
DDB_G0268162	1	1580521	1581951	1431	ensembl	transcript	NA	NA	EAL73534	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0267442	1	1582311	1583530	1220	ensembl	transcript	NA	NA	EAL73173	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	cdk8	cdk8-1
DDB_G0268164	1	1584255	1586243	1989	ensembl	transcript	NA	NA	EAL73535	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268450	1	1586565	1588451	1887	ensembl	transcript	NA	NA	EAL73678	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268452	1	1588545	1589537	993	ensembl	transcript	NA	NA	EAL73679	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268166	1	1590745	1591284	540	ensembl	transcript	NA	NA	EAL73536	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268168	1	1591385	1593342	1958	ensembl	transcript	NA	NA	EAL73537	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268170	1	1593660	1594019	360	ensembl	transcript	NA	NA	EAL73538	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268454	1	1594682	1595023	342	ensembl	transcript	NA	NA	EAL73680	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268456	1	1595915	1596310	396	ensembl	transcript	NA	NA	EAL73681	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268172	1	1596761	1597122	362	ensembl	transcript	NA	NA	EAL73539	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268174	1	1597570	1597918	349	ensembl	transcript	NA	NA	EAL73540	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268458	1	1598476	1598890	415	ensembl	transcript	NA	NA	EAL73682	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268460	1	1599584	1600147	564	ensembl	transcript	NA	NA	EAS66948	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	ponK	ponK-1
DDB_G0268176	1	1600589	1602124	1536	ensembl	transcript	NA	NA	EAL73541	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268178	1	1602467	1603407	941	ensembl	transcript	NA	NA	EAL73542	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	jcdB	jcdB-1
DDB_G0267410	1	1603473	1607291	3819	ensembl	transcript	NA	NA	EAL73157	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	pslA	pslA-1
DDB_G0267398	1	1607815	1609553	1739	ensembl	transcript	NA	NA	EAL73151	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gppA	gppA-1
DDB_G0268580	1	1611083	1614376	3294	ensembl	transcript	NA	NA	EAL73743	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0268582	1	1614526	1615398	873	ensembl	transcript	NA	NA	EAL73744	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0294819	1	1615509	1615579	71	ensembl	transcript	NA	NA	DDB_G0294819-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Pro-UGG-6	tRNA-Pro-UGG-6
DDB_G0268180	1	1615735	1617831	2097	ensembl	transcript	NA	NA	EAL73543	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0294817	1	1618454	1618524	71	ensembl	transcript	NA	NA	DDB_G0294817-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Pro-UGG-5	tRNA-Pro-UGG-5
